Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish

tutorialTipQuest01,Journal Tip,,,,"Forest Friend,\n\nThe Oakraven Forest can be a very mellow place, if you stay within its boundaries. For the adventurous, expand your horizons.\n\nFirst of all, tame the Fox Friend with the contents of your dog food can. It will be your companion through the first survival steps and beyond.\n\nStay Safe, - Forest Hermit",,,,,,,,,,,,,
drinkGreenHellDesc,items,Food,,,"Green Hell Smoothie is a high protein refreshment. Make in a blender.",,,,,,,,,,,,,
drinkRedWorm,items,Food,,,Lumpy Red Worm Smoothie,,,,,,,,,,,,,
drinkRedWormDesc,items,Food,,,"Lumpy Red Worm Smoothie is a high protein refreshment. Make in a blender.",,,,,,,,,,,,,
drinkRedDreams,items,Food,,,Red Dreams Smoothie,,,,,,,,,,,,,
drinkRedDreamsDesc,items,Food,,,"Red Dreams Smoothie is a high protein refreshment. Make in a blender.",,,,,,,,,,,,,
drinkChickChop,items,Food,,,Chick Chop Smoothie,,,,,,,,,,,,,
drinkChickChopDesc,items,Food,,,"Chick Chop Smoothie is a high protein refreshment. Make in a blender.",,,,,,,,,,,,,
drinkHermitHelper,items,Food,,,Hermit Helper XP'lixir,,,,,,,,,,,,,
drinkHermitHelperDesc,items,Food,,,"Hear the Buzzing in your head and receive a +10% XP bonus. Make in a blender.",,,,,,,,,,,,,
buffDrunkHermitHelperXPElixirTooltip,buffs,Buff,,,"Hear the Buzzing in your head...",,,,,,,,,,,,,
buffDrunkHermitHelperXPElixirDesc,buffs,Buff,,,"Hear the Buzzing in your head and receive a +10% XP bonus.",,,,,,,,,,,,,
buffDrunkHermitHelperXPElixirName,buffs,Buff,,,"Hermit Helper XP'lixir",,,,,,,,,,,,,

OakravenStorageVariantHelper,blocks,Block,,,Oakraven Storage Types,,,,,,,,,,,,,
WoodChestSign1,blocks,Block,,,Wooden Chest 1,,,,,,,,,,,,,
WoodChestSign1Insecure,blocks,Block,,,Wooden Chest 1 Insecure,,,,,,,,,,,,,
WoodChestSign2,blocks,Block,,,Wooden Chest 2,,,,,,,,,,,,,
WoodChestSign2Insecure,blocks,Block,,,Wooden Chest 2 Insecure,,,,,,,,,,,,,
MetalBox1,blocks,Block,,,Metal Box 1,,,,,,,,,,,,,
MetalBox1Insecure,blocks,Block,,,Metal Box 1 Insecure,,,,,,,,,,,,,
MetalBox2,blocks,Block,,,Metal Box 2,,,,,,,,,,,,,
MetalBox2Insecure,blocks,Block,,,Metal Box 2 Insecure,,,,,,,,,,,,,
MetalBox3,blocks,Block,,,Metal Box 3,,,,,,,,,,,,,
MetalBox3Insecure,blocks,Block,,,Metal Box 3 Insecure,,,,,,,,,,,,,
MetalBox4,blocks,Block,,,Metal Box 4,,,,,,,,,,,,,
MetalBox4Insecure,blocks,Block,,,Metal Box 4 Insecure,,,,,,,,,,,,,
MetalBox5,blocks,Block,,,Metal Box 5,,,,,,,,,,,,,
MetalBox5Insecure,blocks,Block,,,Metal Box 5 Insecure,,,,,,,,,,,,,
WoodBoxSign1,blocks,Block,,,Wooden Box,,,,,,,,,,,,,
WoodBoxSign1Insecure,blocks,Block,,,Wooden Box Insecure,,,,,,,,,,,,,
DisplayCaseSign1,blocks,Block,,,Display Case 1,,,,,,,,,,,,,
DisplayCaseSign1Insecure,blocks,Block,,,Display Case 1 Insecure,,,,,,,,,,,,,
BookCabinetSign,blocks,Block,,,Book Cabinet,,,,,,,,,,,,,
BookCabinetSignInsecure,blocks,Block,,,Book Cabinet Insecure,,,,,,,,,,,,,
WallBookCase,blocks,Block,,,Wall Book Case,,,,,,,,,,,,,
WallBookCaseInsecure,blocks,Block,,,Wall Book Case Insecure,,,,,,,,,,,,,
DisplayCase2,blocks,Block,,,Display Case 2,,,,,,,,,,,,,
DisplayCaseSign2Insecure,blocks,Block,,,Display Case 2 Insecure,,,,,,,,,,,,,
MetalChestSign1,blocks,Block,,,Metal Chest,,,,,,,,,,,,,
MetalChestSign1Insecure,blocks,Block,,,Metal Chest Insecure,,,,,,,,,,,,,
WoodCrateSign2,blocks,Block,,,Wooden Crate,,,,,,,,,,,,,
WoodCrateSign2Insecure,blocks,Block,,,Wooden Crate Insecure,,,,,,,,,,,,,

Oakbatterybank,blocks,Block,,,Oakraven Battery Bank 1,,,,,,,,,,,,,
Oakbatterybank2,blocks,Block,,,Oakraven Battery Bank 2,,,,,,,,,,,,,
OakbatterybankDesc,blocks,Block,,,"Add charged Power Cells to the Oakraven Battery Bank to provide a release of energy for objects that require power.",,,,,,,,,,,,,
NavezganeSolarPower,blocks,Block,,,Oakraven Solar Power Array,,,,,,,,,,,,,
NavezganeSolarPowerDesc,blocks,Block,,,"The Oakraven Solar Power Array requires Oakraven Solar Cells. It will produce energy for connected objects that require power.",,,,,,,,,,,,,
NavezganeTurretPower,blocks,Block,,,Oakraven Turret Solar Power Array,,,,,,,,,,,,,
NavezganeTurretPowerDesc,blocks,Block,,,"The Oakraven Turret Solar Power Array requires Oakraven Solar Cells. It will produce energy for connected objects that require power.",,,,,,,,,,,,,
OakGenerator,blocks,Block,,,Oakraven Generator 1,,,,,,,,,,,,,
OakGeneratorDesc,blocks,Block,,,"The Oakraven Generator 1 converts fuel into electrical energy to power connected objects. It can also recharge Oakraven Power Cells.",,,,,,,,,,,,,
OakGenerator2,blocks,Block,,,Oakraven Generator 2,,,,,,,,,,,,,
OakGenerator2Desc,blocks,Block,,,"The Oakraven Generator 2 converts fuel into electrical energy to power connected objects. It can also recharge Oakraven Power Cells.",,,,,,,,,,,,,
OakBlackBetty,blocks,Block,,,Oakraven Generator - Black Betty,,,,,,,,,,,,,
OakBlackBettyDesc,blocks,Block,,,"The Oakraven Generator - Black Betty converts fuel into electrical energy to power connected objects. It can also recharge Oakraven Power Cells.",,,,,,,,,,,,,
WorkbenchPowerCell,blocks,Block,,,Oakraven Power Workbench,,,,,,,,,,,,,
WorkbenchPowerCellDesc,blocks,Block,,,"The Oakraven Power Workbench allows players to create Oakraven Battery Banks, Oakraven Generators, Oakraven Solar Arrays, Oakraven Power Cells, and Oakraven Solar Cells.",,,,,,,,,,,,,
CrystalRock,blocks,Block,,,Crystal Rock,,,,,,,,,,,,,
CrystalRockDesc,blocks,Block,,,"Crystal Rock (Chop)",,,,,,,,,,,,,
BlueRock,blocks,Block,,,Blue Rock,,,,,,,,,,,,,
BlueRockDesc,blocks,Block,,,"Blue Rock (Chop)",,,,,,,,,,,,,

PowerCell,items,Item,,,Oakraven Power Cell,,,,,,,,,,,,,
PowerCellDesc,items,Item,,,"The Oakraven Power Cell stores electrical energy and can power connected objects when housed in an Oakraven Battery Bank. It can be recharged directly in an Oakraven Generator or when the Oakraven Battery Bank is connected to an Oakraven Solar Array or Oakraven Turret.",,,,,,,,,,,,,
solarCell,items,Item,,,Oakraven Solar Cell,,,,,,,,,,,,,
solarCellDesc,items,Item,,,"The Oakraven Solar Cell harnesses energy when added to the Oakraven Solar Array or Oakraven Turret.",,,,,,,,,,,,,
resourceCrystalRock,items,Item,,,Crystal Rock,,,,,,,,,,,,,
resourceCrystalRockDesc,items,Item,,,"Crystal Rock is used in the manufacture of the Oakraven Power Cell and special ammo. It can be found in the Wasteland.",,,,,,,,,,,,,
resourceBlueRock,items,Item,,,Blue Rock,,,,,,,,,,,,,
resourceBlueRockDesc,items,Item,,,"Blue Rock is used in the manufacture of the Oakraven Solar Cell and special ammo. It can be found in the Wasteland.",,,,,,,,,,,,,

HydroponicWorkBench,blocks,Block,,,Hydroponic Workbench,,,,,,,,,,,,,
HydroponicWorkBenchDesc,blocks,Block,,,"The Hydroponic Workbench allows farmers to create seeds for the Hydroponic Farm Block.",,,,,,,,,,,,,
HydroponicFarmBlock,blocks,Block,,,Hydroponic Farm Plot Block,,,,,,,,,,,,,
HydroponicFarmBlockDesc,blocks,Block,,,"The Hydroponic Farm Plot Block is created on the Hydroponic Workbench. It allows farmers to plant hydroponic seeds and grow them into resources.",,,,,,,,,,,,,
Compost,items,Item,,,Compost,,,,,,,,,,,,,
CompostDesc,items,Item,,,"Compost is a growth medium for plants.",,,,,,,,,,,,,
HydroponicFeed,items,Item,,,Hydroponic Feed,,,,,,,,,,,,,
HydroponicFeedDesc,items,Item,,,"Hydroponic Feed is rich in nutrients and helps plants grow well.",,,,,,,,,,,,,
HydroponicCropsGroupDesc,blocks,Block,,,"Plant these hydroponic seeds on a craftable Hydroponic Farm Plot Block to grow plants for you to harvest.",,,,,,,,,,,,,
HydroponicYuccaSeedling,blocks,Block,,,Hydroponic Yucca (Seed),,,,,,,,,,,,,
HydroponicYuccaGrowing,blocks,Block,,,Hydroponic Yucca (Growing),,,,,,,,,,,,,
YuccaHarvest,blocks,Block,,,Hydroponic Yucca Plant,,,,,,,,,,,,,
HydroponicCornSeedling,blocks,Block,,,Hydroponic Corn (Seed),,,,,,,,,,,,,
HydroponicCornGrowing,blocks,Block,,,Hydroponic Corn (Growing),,,,,,,,,,,,,
CornHarvest,blocks,Block,,,Hydroponic Corn Plant,,,,,,,,,,,,,
HydroponicPotatoSeedling,blocks,Block,,,Hydroponic Potato (Seed),,,,,,,,,,,,,
HydroponicPotatoGrowing,blocks,Block,,,Hydroponic Potato (Growing),,,,,,,,,,,,,
PotatoHarvest,blocks,Block,,,Hydroponic Potato Plant,,,,,,,,,,,,,
HydroponicCoffeeSeedling,blocks,Block,,,Hydroponic Coffee (Seed),,,,,,,,,,,,,
HydroponicCoffeeGrowing,blocks,Block,,,Hydroponic Coffee (Growing),,,,,,,,,,,,,
CoffeeHarvest,blocks,Block,,,Hydroponic Coffee Plant,,,,,,,,,,,,,
HydroponicGoldenrodSeedling,blocks,Block,,,Hydroponic Goldenrod (Seed),,,,,,,,,,,,,
HydroponicGoldenrodGrowing,blocks,Block,,,Hydroponic Goldenrod (Growing),,,,,,,,,,,,,
GoldenrodHarvest,blocks,Block,,,Hydroponic Goldenrod Plant,,,,,,,,,,,,,
HydroponicBlueberrySeedling,blocks,Block,,,Hydroponic Blueberry (Seed),,,,,,,,,,,,,
HydroponicBlueberryGrowing,blocks,Block,,,Hydroponic Blueberry (Growing),,,,,,,,,,,,,
BlueberryHarvest,blocks,Block,,,Hydroponic Blueberry Plant,,,,,,,,,,,,,
HydroponicHopSeedling,blocks,Block,,,Hydroponic Hop (Seed),,,,,,,,,,,,,
HydroponicHopGrowing,blocks,Block,,,Hydroponic Hop (Growing),,,,,,,,,,,,,
HopHarvest,blocks,Block,,,Hydroponic Hop Plant,,,,,,,,,,,,,
HydroponicPumpkinSeedling,blocks,Block,,,Hydroponic Pumpkin (Seed),,,,,,,,,,,,,
HydroponicPumpkinGrowing,blocks,Block,,,Hydroponic Pumpkin (Growing),,,,,,,,,,,,,
PumpkinHarvest,blocks,Block,,,Hydroponic Pumpkin Plant,,,,,,,,,,,,,
HydroponicChrysanthemumSeedling,blocks,Block,,,Hydroponic Chrysanthemum (Seed),,,,,,,,,,,,,
HydroponicChrysanthemumGrowing,blocks,Block,,,Hydroponic Chrysanthemum (Growing),,,,,,,,,,,,,
ChrysanthemumHarvest,blocks,Block,,,Hydroponic Chrysanthemum Plant,,,,,,,,,,,,,
HydroponicJalapenoSeedling,blocks,Block,,,Hydroponic Jalapeno (Seed),,,,,,,,,,,,,
HydroponicJalapenoGrowing,blocks,Block,,,Hydroponic Jalapeno (Growing),,,,,,,,,,,,,
JalapenoHarvest,blocks,Block,,,Hydroponic Jalapeno Plant,,,,,,,,,,,,,
Jalapeno,items,Item,,,Jalapeno,,,,,,,,,,,,,
JalapenoDesc,items,Item,,,"Jalapeno - Found in the forest during the day.",,,,,,,,,,,,,
WildJalapeno,blocks,Block,,,Wild Jalapeno Plant,,,,,,,,,,,,,
HydroponicPepperSeedling,blocks,Block,,,Hydroponic Pepper (Seed),,,,,,,,,,,,,
HydroponicPepperGrowing,blocks,Block,,,Hydroponic Red Pepper (Growing),,,,,,,,,,,,,
PepperHarvest,blocks,Block,,,Hydroponic Red Pepper Plant,,,,,,,,,,,,,
RedPepper,items,Item,,,Red Pepper,,,,,,,,,,,,,
RedPepperDesc,items,Item,,,"Red Pepper - Found in the desert during the day/night.",,,,,,,,,,,,,
WildPepper,blocks,Block,,,Wild Pepper Plant,,,,,,,,,,,,,
HydroponicPineappleSeedling,blocks,Block,,,Hydroponic Pineapple (Seed),,,,,,,,,,,,,
HydroponicPineappleGrowing,blocks,Block,,,Hydroponic Pineapple (Growing),,,,,,,,,,,,,
PineappleHarvest,blocks,Block,,,Hydroponic Pineapple Plant,,,,,,,,,,,,,
Pineapple,items,Item,,,Pineapple,,,,,,,,,,,,,
PineappleDesc,items,Item,,,"Pineapple - Found in the desert during the day/night.",,,,,,,,,,,,,
WildPineapple,blocks,Block,,,Wild Pineapple Plant,,,,,,,,,,,,,
HydroponicTomatoSeedling,blocks,Block,,,Hydroponic Tomato (Seed),,,,,,,,,,,,,
HydroponicTomatoGrowing,blocks,Block,,,Hydroponic Tomato (Growing),,,,,,,,,,,,,
TomatoHarvest,blocks,Block,,,Hydroponic Tomato Plant,,,,,,,,,,,,,
Tomato,items,Item,,,Tomato,,,,,,,,,,,,,
TomatoDesc,items,Item,,,"Tomato - Found in the desert during the day/night.",,,,,,,,,,,,,
WildTomato,blocks,Block,,,Wild Tomato Plant,,,,,,,,,,,,,
HydroponicTurnipSeedling,blocks,Block,,,Hydroponic Turnip (Seed),,,,,,,,,,,,,
HydroponicTurnipGrowing,blocks,Block,,,Hydroponic Turnip (Growing),,,,,,,,,,,,,
TurnipHarvest,blocks,Block,,,Hydroponic Turnip Plant,,,,,,,,,,,,,
Turnip,items,Item,,,Turnip,,,,,,,,,,,,,
TurnipDesc,items,Item,,,"Turnip - Found in the forest during the day.",,,,,,,,,,,,,
WildTurnip,blocks,Block,,,Wild Turnip Plant,,,,,,,,,,,,,
HydroponicEggplantSeedling,blocks,Block,,,Hydroponic Eggplant (Seed),,,,,,,,,,,,,
HydroponicEggplantGrowing,blocks,Block,,,Hydroponic Eggplant (Growing),,,,,,,,,,,,,
EggplantHarvest,blocks,Block,,,Hydroponic Eggplant Plant,,,,,,,,,,,,,
Eggplant,items,Item,,,Eggplant,,,,,,,,,,,,,
EggplantDesc,items,Item,,,"Eggplant - Found in the forest during the day.",,,,,,,,,,,,,
WildEggplant,blocks,Block,,,Wild Eggplant Plant,,,,,,,,,,,,,
HydroponicStrawberrySeedling,blocks,Block,,,Hydroponic Strawberry (Seed),,,,,,,,,,,,,
HydroponicStrawberryGrowing,blocks,Block,,,Hydroponic Strawberry (Growing),,,,,,,,,,,,,
StrawberryHarvest,blocks,Block,,,Hydroponic Strawberry Plant,,,,,,,,,,,,,
Strawberry,items,Item,,,Strawberry,,,,,,,,,,,,,
StrawberryDesc,items,Item,,,"Strawberry - Found in the forest during the day.",,,,,,,,,,,,,
WildStrawberry,blocks,Block,,,Wild Strawberry Plant,,,,,,,,,,,,,
WildRedMushroom,blocks,Block,,,Red Mushroom,,,,,,,,,,,,,
WildRedMushroomDesc,blocks,Block,,,Red Mushroom (Chop),,,,,,,,,,,,,
RedMushroom,items,Item,,,Red Mushroom,,,,,,,,,,,,,
RedMushroomDesc,items,Item,,,"Mushrooms can be eaten as night time snacks, and also cure mild infections.",,,,,,,,,,,,,
WildPurpleMushroom,blocks,Block,,,Purple Mushroom,,,,,,,,,,,,,
WildPurpleMushroomDesc,blocks,Block,,,Purple Mushroom (Chop),,,,,,,,,,,,,
PurpleMushroom,items,Item,,,Purple Mushroom,,,,,,,,,,,,,
PurpleMushroomDesc,items,Item,,,"Mushrooms can be eaten as night time snacks, and also cure mild infections.",,,,,,,,,,,,,
WildPuffBallMushroom,blocks,Block,,,Puff Ball Mushroom,,,,,,,,,,,,,
WildPuffBallMushroomDesc,blocks,Block,,,Puff Ball Mushroom (Chop),,,,,,,,,,,,,
PuffBallMushroom,items,Item,,,Puff Ball Mushroom,,,,,,,,,,,,,
PuffBallMushroomDesc,items,Item,,,"Mushrooms can be eaten as night time snacks, and also cure mild infections.",,,,,,,,,,,,,
WildCapMushroom,blocks,Block,,,Cap Mushroom,,,,,,,,,,,,,
WildCapMushroomDesc,blocks,Block,,,Cap Mushroom (Chop),,,,,,,,,,,,,
CapMushroom,items,Item,,,Cap Mushroom,,,,,,,,,,,,,
CapMushroomDesc,items,Item,,,"Mushrooms can be eaten as night time snacks, and also cure mild infections.",,,,,,,,,,,,,
WildMossyMushroomStump,blocks,Block,,,Lion Mushroom,,,,,,,,,,,,,
WildMossyMushroomStumpDesc,blocks,Block,,,Lion Mushroom (Chop),,,,,,,,,,,,,
LionMushroom,items,Item,,,Lion Mushroom,,,,,,,,,,,,,
LionMushroomDesc,items,Item,,,"Mushrooms can be eaten as night time snacks, and also cure mild infections.",,,,,,,,,,,,,
FireFlyStump,blocks,Block,,,Firefly Stump,,,,,,,,,,,,,
FireFlyStumpDesc,blocks,Block,,,Firefly Stump (Chop),,,,,,,,,,,,,
FireFlyBug,items,Item,,,Firefly Bug,,,,,,,,,,,,,
FireFlyBugDesc,items,Item,,,"The Firefly Bug can cure mild infections and provide a little nourishment. However, it looks best when used to make a decorative Firefly Jar.",,,,,,,,,,,,,
FireFlyJar,blocks,Block,,,Firefly Jar,,,,,,,,,,,,,
FireFlyJarDesc,blocks,Block,,,"This Firefly Jar can be placed and used as a light. Fireflies can be found at night in the Pine Forest.",,,,,,,,,,,,,
foodHydroponicMixedVegetableSoup,items,Item,,,Hydroponic Mixed Vegetable Soup,,,,,,,,,,,,,
foodHydroponicMixedVegetableSoupDesc,items,Item,,,"Hydroponic Mixed Vegetable Soup provides more nutrition and sustenance than a regular Vegetable Stew. Jalapeno and Turnip are found in the forest in the day. Red Pepper, Eggplant, and Tomato are found in the desert during the day/night.",,,,,,,,,,,,,
foodHydroponicMixedFruitBowl,items,Item,,,Hydroponic Mixed Fruit Bowl,,,,,,,,,,,,,
foodHydroponicMixedFruitBowlDesc,items,Item,,,"Hydroponic Mixed Fruit Bowl is a simple medley of pineapple, strawberry, and blueberry served in a pineapple casing. The fructose hit provides a 20% speed boost for a limited time. Strawberries are found in the forest in the day. Pineapple is found in the desert during the day/night",,,,,,,,,,,,,
foodHydroponicFruitMuffin,items,Item,,,Hydroponic Fruit Muffin,,,,,,,,,,,,,
foodHydroponicFruitMuffinDesc,items,Item,,,"Hydroponic Fruit Muffin is a fruity corn meal muffin treat using strawberry and blueberry. Strawberries are found in the forest in the day.",,,,,,,,,,,,,
foodHydroponicSalmonBake,items,Item,,,Hydroponic Salmon Bake,,,,,,,,,,,,,
foodHydroponicSalmonBakeDesc,items,Item,,,"Hydroponic Salmon Bake offers a nutritious meal using tinned salmon and vegetables as the primary ingredients. Turnip is found in the forest in the day. Tomato is found in the desert during the day/night.",,,,,,,,,,,,,
perkLivingOffTheLandRank2LongDesc,progression,perk For,,,"You can craft seeds for berries and vegetables.\n50% chance to harvest 1 additional crop.\nFarm plots cost 50% less to craft.\nYou also have access to Hydroponic Farming and can craft additional seeds and associated features.",,,,,,,,,,,,,

FishOven,blocks,Block,,,Oakraven Fish Oven,,,,,,,,,,,,,
FishOvenDesc,blocks,Block,,,"The Oakraven Fish Oven allows players to cook their Fish Farm harvest into a variety of recipes.",,,,,,,,,,,,,
FishFarmEmpty,blocks,Block,,,Oakraven Fish Farm (Empty),,,,,,,,,,,,,
FishFarmEmptyDesc,blocks,Block,,,"Place this Oakraven Fish Farm in an appropriate location, and add an Oakraven Fish Growing Kit to begin the fish farming process.",,,,,,,,,,,,,
FishFarmEggs,blocks,Block,,,Oakraven Fish Farm (Egg Incubation Stage),,,,,,,,,,,,,
FishFarmHatched,blocks,Block,,,Oakraven Fish Farm (Hatching Stage),,,,,,,,,,,,,
FishFarmBreeding,blocks,Block,,,Oakraven Fish Farm (Growth and Breeding Stage),,,,,,,,,,,,,
FishFarmFishGrown,blocks,Block,,,Oakraven Fish Farm (Harvest Stage),,,,,,,,,,,,,
Salmon,blocks,Block,,,Salmon,,,,,,,,,,,,,
SalmonDesc,blocks,Block,,,"Place this Salmon on the floor and harvest. It can be used as part of a recipe.",,,,,,,,,,,,,
Barramundi,blocks,Block,,,Barramundi,,,,,,,,,,,,,
BarramundiDesc,blocks,Block,,,"Place this Barramundi on the floor and harvest. It can be used as part of a recipe.",,,,,,,,,,,,,
Tangfish,blocks,Block,,,Tang Fish,,,,,,,,,,,,,
TangfishDesc,blocks,Block,,,"Place this Tang Fish on the floor and harvest. It can be used as part of a recipe.",,,,,,,,,,,,,
MutantPiranha,blocks,Block,,,Mutant Piranha,,,,,,,,,,,,,
MutantPiranhaDesc,blocks,Block,,,"Place this Mutant Piranha on the floor and harvest. It can be used as part of a recipe.",,,,,,,,,,,,,
PerchFish,blocks,Block,,,Perch Fish,,,,,,,,,,,,,
PerchFishDesc,blocks,Block,,,"Place this Perch Fish on the floor and harvest. It can be used as part of a recipe.",,,,,,,,,,,,,
ShinerFish,blocks,Block,,,Shiner Fish,,,,,,,,,,,,,
ShinerFishDesc,blocks,Block,,,"Place this Shiner Fish on the floor and harvest. It can be used as part of a recipe.",,,,,,,,,,,,,
NavezganeFish,blocks,Block,,,Navezgane Fish,,,,,,,,,,,,,
NavezganeFishDesc,blocks,Block,,,"Place this Navezgane Fish on the floor and harvest. It can be used as part of a recipe.",,,,,,,,,,,,,
BlueFinTuna,blocks,Block,,,Bluefin Tuna Fish,,,,,,,,,,,,,
BlueFinTunaDesc,blocks,Block,,,"Place this Bluefin Tuna Fish on the floor and harvest. It can be used as part of a recipe.",,,,,,,,,,,,,

FishGrowingKit,items,Item,,,Oakraven Fish Farming Kit,,,,,,,,,,,,,
FishGrowingKitDesc,items,Item,,,"Place the Oakraven Fish Farming Kit in your empty Oakraven Fish Farm to begin the fish farming process.",,,,,,,,,,,,,
foodFishFillet,items,Item,,,Fish Fillet,,,,,,,,,,,,,
foodFishFilletDesc,items,Item,,,"This Fish Fillet can be added to a recipe to make a fish dish.",,,,,,,,,,,,,
foodFishmeringue,items,Item,,,Fish Meringue,,,,,,,,,,,,,
foodFishmeringueDesc,items,Item,,,"Fish Meringue uses farmed fish to provide players with a healthy and nutritious dish.",,,,,,,,,,,,,
foodFishSpinePie,items,Item,,,Fish Pie,,,,,,,,,,,,,
foodFishSpinePieDesc,items,Item,,,"Fish Pie uses farmed fish to provide players with a healthy and nutritious dish.",,,,,,,,,,,,,
foodFishSoup,items,Item,,,Fish Soup,,,,,,,,,,,,,
foodFishSoupDesc,items,Item,,,"Fish Soup uses farmed fish to provide players with a healthy and nutritious dish.",,,,,,,,,,,,,
foodFishStew,items,Item,,,Fish Stew,,,,,,,,,,,,,
foodFishStewDesc,items,Item,,,"Fish Stew uses farmed fish to provide players with a healthy and nutritious dish.",,,,,,,,,,,,,
foodPerchPie,items,Item,,,Perch Pie,,,,,,,,,,,,,
foodPerchPieDesc,items,Item,,,"Perch Pie uses farmed fish to provide players with a healthy and nutritious dish.",,,,,,,,,,,,,
foodFishCurry,items,Item,,,Fish Curry,,,,,,,,,,,,,
foodFishCurryDesc,items,Item,,,"Fish Curry uses farmed fish to provide players with a healthy and nutritious dish.",,,,,,,,,,,,,
foodSearedSalmonFillet,items,Item,,,Seared Salmon Fillet,,,,,,,,,,,,,
foodSearedSalmonFilletDesc,items,Item,,,"This Seared Salmon Fillet uses farmed fish to provide players with a healthy and nutritious dish.",,,,,,,,,,,,,
foodFreshSalmonFillet,items,Item,,,Fresh Salmon Fillet,,,,,,,,,,,,,
foodFreshSalmonFilletDesc,items,Item,,,"This Fresh Salmon Fillet can be seared or used as part of a recipe.",,,,,,,,,,,,,
foodFreshTunaFillet,items,Item,,,Fresh Bluefin Tuna Fillet,,,,,,,,,,,,,
foodFreshTunaFilletDesc,items,Item,,,"This Fresh Bluefin Tuna Fillet can be used as part of a recipe.",,,,,,,,,,,,,
foodPiranhaOnAStick,items,Item,,,Piranha On A Stick,,,,,,,,,,,,,
foodPiranhaOnAStickDesc,items,Item,,,"Piranha On A Stick uses farmed fish to provide players with a healthy and nutritious treat. Use the left mouse button to eat the the right mounse button to attack.",,,,,,,,,,,,,
foodPerchOnAStick,items,Item,,,Perch On A Stick,,,,,,,,,,,,,
foodPerchOnAStickDesc,items,Item,,,"Perch On A Stick uses farmed fish to provide players with a healthy and nutritious treat. Use the left mouse button to eat the the right mounse button to attack.",,,,,,,,,,,,,
foodbarramundiOnAStick,items,Item,,,Barramundi On A Stick,,,,,,,,,,,,,
foodbarramundiOnAStickDesc,items,Item,,,"Barramundi On A Stick uses farmed fish to provide players with a healthy and nutritious treat. Use the left mouse button to eat the the right mounse button to attack.",,,,,,,,,,,,,
foodShinerFishOnAStick,items,Item,,,Shiner Fish On A Stick,,,,,,,,,,,,,
foodShinerFishOnAStickDesc,items,Item,,,"Shiner Fish On A Stick uses farmed fish to provide players with a healthy and nutritious treat. Use the left mouse button to eat the the right mounse button to attack.",,,,,,,,,,,,,
foodtangfishOnAStick,items,Item,,,Tang Fish On A Stick,,,,,,,,,,,,,
foodtangfishOnAStickDesc,items,Item,,,"Tang Fish On A Stick uses farmed fish to provide players with a healthy and nutritious treat. Use the left mouse button to eat the the right mounse button to attack.",,,,,,,,,,,,,
foodNavezganeOnAStick,items,Item,,,Navezgane Fish On A Stick,,,,,,,,,,,,,
foodNavezganeOnAStickDesc,items,Item,,,"Navezgane Fish On A Stick uses farmed fish to provide players with a healthy and nutritious treat. Use the left mouse button to eat the the right mounse button to attack.",,,,,,,,,,,,,
FishStick,items,Item,,,Fish Stick,,,,,,,,,,,,,
FishStickDesc,items,Item,,,"The Fish Stick is used as part of a recipe, or can also provide players with a melee weapon.",,,,,,,,,,,,,
starterFishStick,items,Item,,,Fish Stick Starter Pack,,,,,,,,,,,,,
starterFishStickDesc,items,Item,,,"This Fish Stick Starter Pack has two items:-\nA Fish Stick crafted by the wise hermit 'swmeek' guaranteed to be Q.5 or Q.6., and a Perch Pie.\n\nTry to keep this special fish stick safe, as it is one of a kind.",,,,,,,,,,,,,

CaughtChick,items,Item,,,Caught Chick,,,,,,,,,,,,,
CaughtChickDesc,items,Item,,,"Use 2 Caught Chicks, with right mouse click, on an Empty Chicken Coop to populate and activate the next stage.",,,,,,,,,,,,,

birdnestEmpty,blocks,Block,,,Empty Bird Nest,,,,,,,,,,,,,
WoodCoopEmpty,blocks,Block,,,Chicken Coop - Wooden (Needs 2 Caught Chicks),,,,,,,,,,,,,
WoodCoopEmptyDesc,blocks,Block,,,"Introduce 2 Caught Chicks to the Chicken Coop and over time they will grow and produce eggs and feathers. You can catch chicks in nests.",,,,,,,,,,,,,
WoodCoopChicks,blocks,Block,,,[66ff00]Growth Stage,,,,,,,,,,,,,
WoodCoopLaying,blocks,Block,,,[66ff00]Nesting Stage,,,,,,,,,,,,,
WoodCoopWithEggs,blocks,Block,,,[66ff00]Ready for Gathering,,,,,,,,,,,,,
ChickenCoopEmpty,blocks,Block,,,Chicken Coop - Fancy (Needs 2 Caught Chicks),,,,,,,,,,,,,
ChickenCoopChicks,blocks,Block,,,[66ff00]Growth Stage,,,,,,,,,,,,,
ChickenCoopLaying,blocks,Block,,,[66ff00]Nesting Stage,,,,,,,,,,,,,
ChickenCoopWithEggs,blocks,Block,,,[66ff00]Ready for Gathering,,,,,,,,,,,,,
TinCoopEmpty,blocks,Block,,,Chicken Coop - Tin (Needs 2 Caught Chicks),,,,,,,,,,,,,
TinCoopChicks,blocks,Block,,,[66ff00]Growth Stage,,,,,,,,,,,,,
TinCoopLaying,blocks,Block,,,[66ff00]Nesting Stage,,,,,,,,,,,,,
TinCoopWithEggs,blocks,Block,,,[66ff00]Ready for Gathering,,,,,,,,,,,,,
